time_diff,event_score,num_performers,performer_score,upcoming_events,genre,venue_score,venue_lat,venue_lon,listing_count,median_price
94.24439,0.631,1,0.52,52,Pop,0.59,40.7693,-111.9,147,1050.0
94.24439,0.0,1,0.46,26,Rock,0.27,40.7746,-111.906,3,302.0
94.26522,0.0,1,0.32,25,Hip-Hop,0.4,34.1013,-118.323,9,167.0
94.26522,0.0,1,0.34,17,Alternative,0.26,29.9348,-90.108,2,114.0
94.26522,0.4,3,0.47,29,Hard Rock,0.46,34.0403,-118.259,5,96.0
94.28606,0.35,1,0.43,39,Hard Rock,0.5,49.2806,-123.121,10,81.0
94.28606,0.625,1,0.49,33,Pop,0.63,33.9582,-118.342,830,273.0
94.28606,0.383,1,0.31,33,Jazz,0.45,45.5008,-122.655,6,167.0
94.28606,0.342,1,0.41,23,Pop,0.47,39.7403,-104.948,3,190.0
94.28606,0.0,1,0.29,6,Country,0.44,34.5892,-112.337,54,114.0
94.30689,0.515,2,0.39,24,Hard Rock,0.59,36.1101,-115.171,67,191.0
94.30689,0.351,1,0.36,11,Jazz,0.48,32.9909,-117.271,2,187.0
94.30689,0.422,1,0.3,18,Rock,0.4,37.8037,-122.416,2,83.0
94.30689,0.452,1,0.42,52,Country,0.51,37.784,-122.433,53,75.0
94.30689,0.405,1,0.32,10,Country,0.47,47.6082,-122.337,9,202.0
94.30689,0.416,1,0.36,19,Rock,0.5,45.5228,-122.685,11,179.0
94.30689,0.397,1,0.26,29,Alternative,0.5,47.6086,-122.339,26,165.0
94.30689,0.491,2,0.57,18,Pop,0.49,37.8097,-122.268,83,240.0
94.30689,0.5,1,0.32,32,Alternative,0.53,34.0446,-118.265,26,160.0
94.30689,0.36,1,0.28,31,Rock,0.42,38.5738,-121.47,1,240.0
94.30689,0.339,1,0.39,18,Folk,0.43,47.6138,-122.32,1,37.0
94.32772,0.378,1,0.32,42,Rnb,0.47,45.5407,-122.663,3,75.0
94.34856,0.473,1,0.42,21,Rock,0.48,36.1093,-115.153,29,169.0
94.43189,0.0,1,0.35,30,Rock,0.4,21.2772,-157.827,5,294.0
94.49439,0.398,1,0.37,2,Electronic,0.5,38.9199,-76.9724,1,36.0
95.11939,0.38,1,0.24,19,Rock,0.49,28.3684,-81.5224,10,66.0
95.11939,0.369,2,0.44,44,Rock,0.38,42.919,-78.8601,4,65.0
95.11939,0.45,2,0.31,29,Rock,0.55,42.3474,-71.0957,34,116.0
95.14022,0.0,2,0.31,21,Rock,0.4,42.6499,-73.7561,8,185.0
95.14022,0.436,2,0.39,5,Pop,0.51,39.9475,-75.1647,67,233.0
95.14022,0.412,2,0.32,32,Rock,0.5,42.3521,-71.1194,4,75.0
95.14022,0.685,3,0.48,35,Hip-Hop,0.7,40.7509,-73.9943,251,215.0
95.14022,0.338,1,0.23,29,Pop,0.43,28.5431,-81.3792,1,77.0
95.14022,0.0,1,0.28,18,Alternative,0.43,33.7518,-84.3897,7,145.0
95.16106,0.456,2,0.33,28,Rock,0.44,37.54,-77.44,21,230.0
95.16106,0.0,1,0.41,26,Rap,0.34,35.2391,-80.8461,23,111.0
95.18189,0.0,1,0.45,7,Country,0.32,26.1342,-80.1362,29,132.0
95.18189,0.321,1,0.47,39,Pop,0.46,39.13,-84.5096,34,125.0
95.18189,0.0,1,0.32,23,Rnb,0.39,40.7596,-73.9873,49,160.0
95.18189,0.453,2,0.37,46,Rock,0.49,39.1018,-84.5078,137,100.0
95.18189,0.32,1,0.44,10,Alternative,0.44,41.5714,-81.5704,1,114.0
95.18189,0.385,1,0.35,21,Hip-Hop,0.49,42.35,-71.0656,5,154.0
95.18189,0.462,1,0.4,26,Blues,0.46,41.2454,-75.8817,152,196.0
95.18189,0.337,2,0.24,21,Rock,0.45,32.8578,-96.8929,1,67.0
95.18189,0.419,1,0.39,31,Rock,0.45,40.407,-79.9029,6,120.0
95.18189,0.616,4,0.46,7,Hip-Hop,0.65,38.8981,-77.0209,937,282.0
95.20272,0.374,1,0.24,17,Alternative,0.47,30.2702,-97.736,3,65.0
95.20272,0.594,2,0.44,43,Classic Rock,0.62,44.9448,-93.1011,354,183.0
95.20272,0.718,2,0.56,34,Pop,0.66,41.8806,-87.674,488,529.0
95.20272,0.541,1,0.42,31,Alternative,0.57,36.1612,-86.7785,87,185.0
95.20272,0.496,1,0.44,19,Pop,0.54,49.8936,-97.1435,199,372.0
95.22356,0.315,1,0.3,16,Electronic,0.43,43.0439,-87.9155,5,124.0
95.22356,0.502,1,0.38,32,Rock,0.47,44.9471,-93.0965,43,125.0
95.22356,0.0,1,0.21,1,Rock,0.35,36.1522,-86.7763,3,194.0
95.22356,0.0,1,0.38,25,Pop,0.26,36.1727,-86.7828,25,143.0
95.22356,0.424,1,0.39,54,Alternative,0.44,36.161,-95.9949,24,156.0
95.22356,0.0,1,0.33,3,Country,0.3,29.7649,-95.3642,79,184.0
95.24439,0.392,3,0.26,23,Pop,0.5,41.8577,-87.6575,13,78.0
95.26522,0.335,1,0.24,1,Alternative,0.46,39.7534,-104.993,1,55.0
95.26522,0.0,3,0.47,29,Hard Rock,0.37,33.4511,-112.079,7,79.0
95.26522,0.0,2,0.46,26,Rock,0.4,39.7762,-104.969,18,285.0
95.26522,0.0,2,0.35,22,Pop,0.48,38.5699,-121.491,16,98.0
95.26522,0.451,1,0.38,9,Pop,0.5,39.7442,-104.99,59,114.0
95.26522,0.612,1,0.47,18,Rock,0.61,33.4458,-112.071,246,226.0
95.30689,0.0,1,0.37,27,Electronic,0.48,36.9713,-122.026,4,56.0
95.30689,0.495,2,0.57,18,Pop,0.49,37.8097,-122.268,47,200.0
95.30689,0.0,1,0.42,52,Country,0.4,34.1013,-118.323,26,103.0
95.30689,0.524,1,0.35,36,Rap,0.53,37.7827,-122.41,19,98.0
95.30689,0.394,1,0.32,42,Rnb,0.44,37.8718,-122.27,1,93.0
95.30689,0.322,1,0.25,10,Rap,0.45,45.5226,-122.657,4,42.0
95.30689,0.517,1,0.32,9,Pop,0.55,37.808,-122.27,69,140.0
95.30689,0.355,1,0.43,21,Rock,0.48,32.9909,-117.271,3,80.0
95.30689,0.397,1,0.36,19,Rock,0.5,47.6086,-122.339,23,110.0
95.49439,0.51,1,0.36,48,Rock,0.59,40.7805,-73.981,5,274.0
95.49439,0.407,1,0.35,7,Hip-Hop,0.41,41.8234,-71.4142,1,96.0
95.53606,0.364,1,0.27,4,Rock,0.5,41.8577,-87.6575,1,24.0
95.53606,0.414,1,0.32,21,Electronic,0.47,44.9471,-93.0965,2,87.0
95.53606,0.379,2,0.28,5,Rock,0.44,41.8781,-87.6298,1,15.0
95.57772,0.0,1,0.4,1,Pop,0.53,33.4346,-105.602,1,108.0
96.09856,0.449,3,0.33,37,Rock,0.55,42.3474,-71.0957,41,95.0
96.09856,0.408,1,0.28,16,Rock,0.5,40.7349,-73.9884,4,72.0
96.11939,0.37,2,0.31,29,Rock,0.47,40.4461,-80.0123,14,142.0
96.11939,0.319,2,0.41,35,Rock,0.42,45.4348,-73.6862,7,157.0
96.14022,0.0,1,0.29,29,Rap,0.42,41.4992,-81.6906,29,112.0
96.14022,0.416,2,0.28,35,Pop,0.46,41.5036,-81.6538,25,144.0
96.14022,0.358,1,0.26,24,Country,0.44,42.3512,-83.0599,2,71.0
96.14022,0.0,1,0.43,23,Rock,0.34,28.5411,-81.3705,3,135.0
96.14022,0.0,1,0.24,19,Rock,0.43,33.7518,-84.3897,5,86.0
96.14022,0.49,1,0.35,78,Alternative,0.58,33.7724,-84.385,60,190.0
96.14022,0.385,2,0.31,21,Rock,0.46,43.6541,-70.2623,19,91.0
96.14022,0.0,1,0.23,29,Pop,0.4,33.7517,-84.3899,1,54.0
96.16106,0.0,1,0.36,28,Alternative,0.48,42.4196,-71.1093,69,110.0
96.16106,0.0,1,0.39,54,Alternative,0.416064,35.4669,-97.5277,6,156.0
96.16106,0.444,2,0.37,21,Latin,0.4,35.2394,-80.8458,12,105.0
96.16106,0.384,1,0.38,18,Rnb,0.43,41.308,-72.9244,1,77.0
96.16106,0.433,1,0.32,2,Rock,0.51,40.7561,-73.9845,38,162.0
96.16106,0.437,1,0.41,26,Rap,0.47,35.8164,-78.6209,10,111.0
96.18189,0.311,1,0.28,15,Rock,0.52,30.3874,-86.4319,3,125.0
96.18189,0.0,1,0.32,23,Rnb,0.39,40.7596,-73.9873,48,136.0
96.18189,0.298,1,0.23,10,Rock,0.45,42.3635,-71.1016,2,113.0
96.18189,0.352,1,0.3,16,Electronic,0.45,39.7745,-86.1511,2,64.0
96.18189,0.389,1,0.31,15,Pop,0.46,36.1465,-79.4216,104,132.0
96.18189,0.419,1,0.3,20,Rock,0.54,40.7697,-73.9927,8,82.0
96.18189,0.412,1,0.33,71,Jazz,0.52,26.7069,-80.0611,10,227.0
96.18189,0.438,1,0.39,26,Alternative,0.44,27.7719,-82.6358,11,100.0
96.18189,0.441,1,0.29,30,Pop,0.47,33.7638,-84.3511,31,142.0
96.18189,0.276,1,0.28,17,Pop,0.42,35.7739,-78.6374,3,52.0
96.18189,0.469,2,0.34,8,Rock,0.5,42.3523,-71.0654,45,281.0
96.18189,0.0,1,0.33,26,Blues,0.27,43.0238,-78.8771,2,215.0
96.18189,0.431,1,0.36,76,Country,0.54,36.2069,-86.6921,264,151.0
96.18189,0.479,2,0.42,37,Rap,0.46,42.96,-85.6739,10,86.0
96.18189,0.485,2,0.4,51,Rock,0.53,39.9656,-75.1351,40,124.0
96.18189,0.485,1,0.37,32,Rock,0.49,40.4866,-74.4349,3,109.0
96.18189,0.441,1,0.32,20,Rnb,0.46,33.7815,-84.4157,20,167.0
96.18189,0.433,1,0.32,14,Pop,0.5,42.3521,-71.1194,17,98.0
96.18189,0.0,1,0.39,9,Alternative,0.41,45.511,-73.5629,10,101.0
96.18189,0.0,1,0.48,5,Alternative,0.51,29.7539,-95.3641,1,57.0
96.18189,0.419,2,0.32,32,Rock,0.49,38.9173,-77.0289,5,79.0
96.18189,0.344,1,0.21,4,Country,0.41,38.0307,-78.4815,4,45.0
96.18189,0.43,1,0.36,10,Rnb,0.48,26.142,-81.7948,10,324.0
96.18189,0.394,1,0.33,29,Country,0.47,30.3263,-81.6557,25,198.0
96.18189,0.458,1,0.39,31,Rock,0.46,42.3393,-83.0672,25,111.0
96.18189,0.368,2,0.28,22,Alternative,0.43,27.9608,-82.4406,2,73.0
96.18189,0.532,2,0.43,31,Indie,0.5,38.6325,-90.2279,410,138.0
96.18189,0.393,2,0.24,21,Rock,0.47,30.2702,-97.736,1,124.0
96.18189,0.443,1,0.19,25,Hard Rock,0.45,53.5399,-113.496,2,96.0
96.20272,0.485,1,0.47,53,Rock,0.46,41.9683,-87.759,15,157.0
96.20272,0.386,1,0.43,39,Hard Rock,0.44,51.0455,-114.066,4,145.0
96.20272,0.512,1,0.42,31,Alternative,0.57,36.1612,-86.7785,68,206.0
96.20272,0.677,2,0.56,34,Pop,0.62,44.9448,-93.1011,647,326.0
96.20272,0.612,2,0.48,38,Alternative,0.59,39.0973,-94.5799,89,287.0
96.22356,0.0,1,0.51,5,Rock,0.33,36.1757,-86.7556,1,111.0
96.22356,0.0,1,0.41,27,Rock,0.26,36.1727,-86.7828,4,72.0
96.22356,0.0,1,0.27,68,Country,0.37,49.8966,-97.045,5,136.0
96.22356,0.306,1,0.28,21,Rock,0.45,36.153,-86.7805,3,64.0
96.22356,0.358,1,0.47,39,Pop,0.51,38.6555,-90.2981,27,167.0
96.22356,0.324,1,0.24,17,Alternative,0.48,29.7521,-95.3547,3,72.0
96.22356,0.0,3,0.47,29,Hard Rock,0.33,35.0839,-106.649,4,73.0
96.22356,0.392,1,0.32,23,Pop,0.43,44.9557,-93.168,2,190.0
96.22356,0.291,1,0.25,22,Alternative,0.49,40.7526,-111.901,1,69.0
96.22356,0.499,1,0.38,32,Rock,0.45,43.0418,-87.9068,69,166.0
96.22356,0.0,1,0.28,36,Rock,0.36,53.4986,-113.487,5,161.0
96.22356,0.0,1,0.29,48,Rock,0.24,41.2595,-96.1795,4,140.0
96.22356,0.39,1,0.28,5,Pop,0.49,41.9395,-87.6541,9,183.0
96.22356,0.0,1,0.34,30,Rock,0.41,44.7741,-93.2795,22,77.0
96.22356,0.0,2,0.26,28,Alternative,0.33,44.9841,-93.2792,12,80.0
96.24439,0.618,3,0.5,30,Pop,0.63,39.7487,-105.008,696,260.0
96.24439,0.365,1,0.32,25,Hip-Hop,0.48,32.7482,-117.131,6,123.0
96.24439,0.334,1,0.27,14,Rock,0.5,39.7442,-104.99,102,116.0
96.24439,0.402,3,0.26,23,Pop,0.47,44.9817,-93.2722,6,59.0
96.26522,0.511,1,0.35,36,Rap,0.54,34.0985,-118.324,35,129.0
96.28606,0.625,1,0.49,33,Pop,0.63,33.9582,-118.342,1254,216.0
96.28606,0.445,3,0.36,31,Blues,0.46,33.1228,-117.085,1,237.0
96.28606,0.384,1,0.31,27,Blues,0.45,38.579,-121.493,7,141.0
96.30689,0.382,1,0.25,13,Electronic,0.47,34.0471,-118.248,4,57.0
96.30689,0.487,1,0.34,28,Pop,0.52,39.2277,-120.005,2,60.0
96.30689,0.573,1,0.39,24,Hard Rock,0.51,34.0235,-118.281,67,251.0
96.30689,0.492,2,0.38,36,Alternative,0.48,38.5699,-121.491,37,107.0
96.30689,0.367,1,0.25,10,Rap,0.47,47.6136,-122.314,2,114.0
96.30689,0.0,1,0.42,52,Country,0.4,34.1013,-118.323,23,93.0
96.30689,0.0,2,0.35,22,Pop,0.45,37.7876,-122.41,5,107.0
96.30689,0.337,1,0.36,19,Rock,0.46,49.2798,-123.122,11,260.0
96.30689,0.434,1,0.26,29,Alternative,0.49,37.7755,-122.438,9,77.0
96.30689,0.0,1,0.31,110,Pop,0.69,36.1197,-115.171,56,257.0
96.30689,0.348,1,0.28,16,Rock,0.44,33.4945,-112.032,2,56.0
96.30689,0.409,1,0.31,33,Jazz,0.47,37.785,-122.419,6,156.0
96.30689,0.463,1,0.43,21,Rock,0.52,34.0418,-118.257,67,73.0
96.30689,0.51,1,0.32,9,Pop,0.51,34.0551,-118.249,9,346.0
96.30689,0.0,1,0.32,42,Rnb,0.44,32.7157,-117.161,23,158.0
96.30689,0.448,1,0.34,29,Rap,0.48,36.9713,-122.026,5,65.0
96.32772,0.401,2,0.3,18,Rock,0.49,47.6613,-122.314,7,58.0
96.34856,0.0,1,0.32,31,Blues,0.5,47.6086,-122.339,3,82.0
96.49439,0.0,1,0.35,7,Hip-Hop,0.42,42.3657,-71.0617,1,48.0
96.53606,0.372,1,0.29,7,Rock,0.48,29.7521,-95.3547,1,36.0
97.09856,0.0,2,0.43,31,Indie,0.46,42.3417,-83.0603,24,184.0
97.09856,0.0,1,0.23,29,Pop,0.0,33.5083,-80.8458,1,119.0
97.11939,0.0,2,0.44,44,Rock,0.42,41.4992,-81.6906,1,90.0
97.14022,0.0,1,0.32,39,Pop,0.53,40.7318,-73.9892,8,83.0
97.14022,0.304,2,0.28,22,Alternative,0.37,25.7996,-80.1983,2,60.0
97.14022,0.585,3,0.48,35,Hip-Hop,0.47,35.2051,-80.7952,170,201.0
97.14022,0.0,1,0.51,5,Rock,0.4,33.7517,-84.3899,1,58.0
97.14022,0.0,1,0.3,16,Electronic,0.33,40.4646,-80.059,40,86.0
97.14022,0.369,2,0.28,15,Rock,0.47,33.7922,-84.3883,1,73.0
97.14022,0.372,2,0.28,35,Pop,0.46,39.13,-84.5096,27,143.0
97.14022,0.0,2,0.32,31,Rock,0.49,42.3323,-83.0416,6,60.0
97.14022,0.435,1,0.35,78,Alternative,0.53,35.9931,-78.9023,126,148.0
97.16106,0.43,1,0.38,18,Rnb,0.5,42.3521,-71.1194,4,68.0
97.16106,0.395,1,0.31,11,Rock,0.48,29.2272,-81.0106,213,116.0
97.16106,0.486,2,0.37,21,Latin,0.51,38.8965,-77.0296,25,145.0
97.16106,0.426,1,0.21,3,Hard Rock,0.43,41.1315,-85.1023,4,67.0
97.16106,0.424,1,0.32,2,Rock,0.51,40.7561,-73.9845,34,162.0
97.16106,0.357,2,0.32,24,Rock,0.42,45.4348,-73.6862,2,113.0
97.18189,0.32,1,0.24,19,Rock,0.42,35.7739,-78.6374,3,51.0
97.18189,0.472,1,0.29,2,Rock,0.49,38.9173,-77.0289,45,124.0
97.18189,0.43,1,0.39,26,Alternative,0.48,32.7885,-79.9369,26,75.0
97.18189,0.333,1,0.51,22,Rock,0.44,41.5714,-81.5704,5,76.0
97.18189,0.729,3,0.46,67,Country,0.63,36.1591,-86.7785,393,437.0
97.18189,0.0,1,0.48,16,Rock,0.67,42.3653,-71.0618,628,241.0
97.18189,0.0,1,0.22,4,Rock,0.29,40.2681,-76.8883,1,49.0
97.18189,0.43,1,0.32,14,Pop,0.48,40.4364,-74.3495,14,114.0
97.18189,0.0,2,0.25,29,Rock,0.16,36.8493,-76.0194,3,79.0
97.18189,0.49,3,0.44,25,Rnb,0.45,32.451,-84.9865,144,226.0
97.18189,0.5,1,0.42,24,Rnb,0.55,42.3474,-71.0957,63,206.0
97.18189,0.421,2,0.35,37,Rock,0.47,44.9471,-93.0965,34,70.0
97.18189,0.31,1,0.22,4,Alternative,0.47,42.3529,-71.1326,1,45.0
97.18189,0.633,1,0.52,37,Hip-Hop,0.66,39.9012,-75.172,506,399.0
97.18189,0.523,1,0.31,13,Pop,0.51,42.3174,-72.6336,6,183.0
97.18189,0.474,1,0.35,21,Hip-Hop,0.55,40.7194,-73.9388,8,125.0
97.18189,0.36,1,0.28,44,Rock,0.44,27.9656,-82.801,1,219.0
97.18189,0.416,3,0.3,18,Hard Rock,0.5,32.7824,-96.7838,7,82.0
97.18189,0.0,2,0.33,37,Rock,0.36,42.8695,-78.8725,1,132.0
97.18189,0.48,1,0.4,26,Blues,0.51,41.7624,-72.6806,3,288.0
97.18189,0.361,1,0.29,27,Alternative,0.46,41.5036,-81.6538,17,156.0
97.20272,0.583,2,0.44,43,Classic Rock,0.59,39.0973,-94.5799,173,165.0
97.20272,0.337,1,0.24,9,Alternative,0.43,44.9694,-93.2476,2,43.0
97.20272,0.49,2,0.33,28,Rock,0.54,36.2069,-86.6921,42,152.0
97.20272,0.541,2,0.37,46,Rock,0.57,36.1612,-86.7785,11,165.0
97.20272,0.656,2,0.56,34,Pop,0.57,41.2631,-95.9292,487,287.0
97.22356,0.0,1,0.27,68,Country,0.37,49.8966,-97.045,15,192.0
97.22356,0.407,1,0.33,19,Rock,0.43,44.9557,-93.168,2,46.0
97.22356,0.312,1,0.23,15,Rock,0.4,40.4237,-104.691,3,48.0
97.22356,0.0,1,0.47,39,Pop,0.32,39.0953,-94.5761,9,167.0
97.22356,0.378,1,0.28,18,Alternative,0.48,41.9187,-87.6901,7,108.0
97.22356,0.374,1,0.24,17,Alternative,0.46,32.8308,-96.7699,1,127.0
97.22356,0.41,1,0.32,16,Rock,0.44,51.0455,-114.066,4,97.0
97.22356,0.357,1,0.33,29,Country,0.42,30.6906,-88.0439,98,146.0
97.22356,0.417,2,0.33,23,Pop,0.5,41.8577,-87.6575,14,96.0
97.22356,0.368,1,0.47,53,Rock,0.47,43.0411,-87.9104,103,3482.0
97.22356,0.0,1,0.46,26,Rock,0.35,43.0808,-89.3748,20,254.0
97.24439,0.366,1,0.24,1,Country,0.47,40.0192,-105.277,4,104.0
97.24439,0.667,1,0.52,52,Pop,0.63,39.7487,-105.008,223,408.0
97.24439,0.0,1,0.27,14,Rock,0.38,39.6047,-106.517,6,209.0
97.26522,0.446,1,0.36,31,Blues,0.43,33.3077,-111.842,77,110.0
97.26522,0.313,1,0.24,7,Electronic,0.43,38.9023,-77.0327,1,45.0
97.26522,0.413,1,0.26,29,Alternative,0.47,34.0518,-118.267,7,69.0
97.28606,0.0,1,0.25,22,Alternative,0.26,43.6178,-116.207,1,48.0
97.28606,0.448,1,0.33,17,Hip-Hop,0.48,33.415,-111.831,19,129.0
97.28606,0.496,2,0.39,24,Hard Rock,0.54,33.4489,-112.079,81,165.0
97.28606,0.647,1,0.49,33,Pop,0.63,33.9582,-118.342,1040,235.0
97.30689,0.0,1,0.48,16,Pop,0.0,36.1341,-115.168,97,489.0
97.30689,0.0,1,0.31,110,Pop,0.69,36.1197,-115.171,54,254.0
97.30689,0.415,1,0.38,13,Rock,0.49,34.1561,-116.496,1,125.0
97.30689,0.0,1,0.32,25,Hip-Hop,0.37,33.4511,-112.079,5,162.0
97.30689,0.0,1,0.32,19,Rock,0.47,47.6138,-122.32,3,91.0
97.32772,0.371,1,0.3,18,Rock,0.45,45.5008,-122.655,5,86.0
97.49439,0.358,2,0.25,2,Rock,0.45,40.216,-74.0098,1,33.0
98.05689,0.365,4,0.41,35,Rock,0.49,42.3323,-83.0416,8,74.0
98.14022,0.0,1,0.38,32,Rock,0.46,42.3417,-83.0603,111,114.0
98.14022,0.35,1,0.51,22,Rock,0.46,42.3514,-83.0601,10,151.0
98.14022,0.291,2,0.29,3,Rock,0.54,39.1157,-77.5656,1,78.0
98.14022,0.0,2,0.28,22,Alternative,0.34,28.5411,-81.3705,5,67.0
98.14022,0.409,1,0.32,20,Rnb,0.52,38.918,-77.0237,5,69.0
98.14022,0.0,1,0.32,39,Pop,0.37,43.1555,-77.5953,5,63.0
98.14022,0.608,3,0.39,5,Pop,0.59,40.7805,-73.981,109,285.0
98.14022,0.409,1,0.33,71,Jazz,0.47,27.3429,-82.5504,12,110.0
98.14022,0.531,2,0.38,25,Pop,0.5,42.3521,-71.1194,12,333.0
98.14022,0.47,3,0.31,21,Rock,0.55,42.3474,-71.0957,107,130.0
98.14022,0.322,1,0.41,11,Rock,0.47,42.3529,-71.1326,6,50.0
98.16106,0.405,1,0.35,7,Rock,0.48,38.8386,-77.0622,7,85.0
98.16106,0.0,2,0.37,17,Country,0.42,42.2537,-85.5354,12,169.0
98.16106,0.466,2,0.31,29,Rock,0.55,40.7194,-73.9388,12,151.0
98.16106,0.0,1,0.34,10,Pop,0.0,42.8918,-78.8727,1,66.0
98.16106,0.399,1,0.31,11,Rock,0.46,27.7672,-82.6321,160,100.0
98.16106,0.428,2,0.37,21,Latin,0.49,39.9414,-75.1487,5,110.0
98.18189,0.0,1,0.42,31,Alternative,0.0,42.3566,-71.1453,42,124.0
98.18189,0.381,1,0.35,28,Electronic,0.45,44.4689,-73.1757,4,110.0
98.18189,0.385,2,0.34,41,Rock,0.46,34.7273,-86.5903,147,93.0
98.18189,0.0,1,0.25,4,Hard Rock,0.0,29.4252,-98.4788,1,65.0
98.18189,0.411,1,0.32,23,Rnb,0.48,41.3482,-81.5244,22,123.0
98.18189,0.389,2,0.32,7,Rock,0.47,26.1199,-80.1493,54,93.0
98.18189,0.466,1,0.27,20,Country,0.55,34.2543,-85.1721,1,38.0
98.18189,0.731,3,0.46,67,Country,0.63,36.1591,-86.7785,345,599.0
98.18189,0.38,3,0.3,18,Hard Rock,0.48,29.7521,-95.3547,9,111.0
98.18189,0.468,1,0.41,27,Rock,0.48,39.952,-75.1852,8,130.0
98.18189,0.435,1,0.32,32,Rock,0.5,39.9614,-75.1553,3,83.0
98.18189,0.529,1,0.41,27,Country,0.55,42.9624,-85.6716,112,198.0
98.18189,0.0,1,0.43,29,Country,0.0,39.9653,-75.1349,9,61.0
98.18189,0.0,1,0.36,10,Rnb,0.49,28.5383,-81.3792,13,153.0
98.18189,0.587,4,0.46,7,Hip-Hop,0.62,33.7566,-84.3969,733,250.0
98.18189,0.486,1,0.36,48,Rock,0.51,38.8965,-77.0296,39,160.0
98.18189,0.0,1,0.27,14,Rock,0.39,40.7596,-73.9873,2,81.0
98.18189,0.0,1,0.41,26,Rap,0.46,38.8801,-77.0261,38,159.0
98.18189,0.398,1,0.28,2,Rock,0.49,28.3684,-81.5224,4,156.0
98.18189,0.434,1,0.33,26,Blues,0.5,40.1063,-75.1472,40,87.0
98.18189,0.398,1,0.32,9,Rock,0.52,40.8696,-73.4261,9,110.0
98.18189,0.59,3,0.44,25,Rnb,0.62,35.2248,-80.8403,198,232.0
98.18189,0.425,1,0.41,41,Country,0.5,33.8403,-84.3797,17,90.0
98.18189,0.369,2,0.3,31,Alternative,0.46,41.2362,-96.0129,362,112.0
98.18189,0.559,1,0.42,24,Rnb,0.52,40.6459,-73.9581,26,373.0
98.18189,0.0,1,0.32,8,Jazz,0.38,40.3491,-74.0701,3,88.0
98.18189,0.0,1,0.3,28,Rock,0.53,40.7318,-73.9892,1,90.0
98.18189,0.398,1,0.3,2,Pop,0.49,38.9782,-76.4945,60,67.0
98.18189,0.385,2,0.39,26,Alternative,0.47,35.2024,-80.8432,10,81.0
98.20272,0.581,2,0.44,43,Classic Rock,0.61,35.4634,-97.5151,182,205.0
98.20272,0.0,1,0.46,26,Rock,0.42,44.9749,-93.2638,18,314.0
98.20272,0.573,2,0.48,38,Alternative,0.49,41.5077,-90.5203,463,155.0
98.20272,0.596,3,0.5,30,Pop,0.56,36.1528,-95.9962,640,165.0
98.20272,0.503,2,0.37,46,Rock,0.57,36.1612,-86.7785,6,163.0
98.22356,0.406,2,0.35,37,Rock,0.47,43.0411,-87.9104,24,187.0
98.22356,0.0,1,0.32,8,Rock,0.33,35.3862,-94.4192,6,71.0
98.22356,0.389,1,0.29,30,Pop,0.44,36.153,-86.7799,7,83.0
98.22356,0.341,1,0.38,47,Electronic,0.43,41.2665,-95.9342,5,74.0
98.22356,0.521,2,0.42,37,Rap,0.54,41.9694,-87.6579,99,91.0
98.22356,0.368,1,0.23,15,Rock,0.45,38.8373,-104.789,3,114.0
98.22356,0.438,1,0.47,53,Rock,0.45,44.95,-93.1,52,158.0
98.22356,0.411,2,0.33,29,Country,0.46,33.5153,-86.8096,26,158.0
98.22356,0.287,2,0.28,47,Rock,0.46,40.7677,-111.907,4,99.0
98.22356,0.45,2,0.26,28,Alternative,0.5,39.7402,-104.977,16,158.0
98.22356,0.371,1,0.3,3,Rock,0.44,43.0487,-87.8962,3,113.0
98.22356,0.495,1,0.66,15,Country,0.55,38.6389,-90.2318,176,119.0
98.24439,0.365,1,0.36,2,Alternative,0.42,35.0998,-106.645,54,97.0
98.24439,0.429,2,0.35,33,Rock,0.5,39.7442,-104.99,57,143.0
98.24439,0.515,1,0.44,19,Pop,0.48,52.1882,-106.676,208,219.0
98.26522,0.0,2,0.34,21,Rock,0.5,37.3308,-121.89,66,126.0
98.26522,0.391,1,0.31,1,Electronic,0.5,39.7402,-104.975,9,66.0
98.26522,0.47,1,0.38,17,Rock,0.46,53.5097,-113.697,136,183.0
98.26522,0.0,1,0.39,26,Pop,0.31,32.2249,-110.969,9,76.0
98.26522,0.0,1,0.32,21,Electronic,0.4,39.7762,-104.969,6,114.0
98.26522,0.413,1,0.35,15,Rnb,0.49,34.0776,-118.261,10,72.0
98.28606,0.435,1,0.32,9,Pop,0.47,32.7145,-117.161,52,107.0
98.30689,0.405,1,0.28,31,Rock,0.5,45.5228,-122.685,8,84.0
98.30689,0.469,1,0.35,36,Rap,0.46,32.7532,-117.209,7,136.0
98.30689,0.352,1,0.31,33,Jazz,0.44,33.45,-112.074,2,84.0
98.30689,0.0,1,0.43,16,Electronic,0.49,39.1911,-106.818,1,156.0
98.30689,0.0,1,0.5,3,Soul,0.55,37.808,-122.27,2,102.0
98.30689,0.0,1,0.31,110,Pop,0.69,36.1197,-115.171,55,254.0
98.30689,0.423,1,0.42,52,Country,0.5,33.6998,-117.918,32,96.0
98.30689,0.432,1,0.38,13,Rock,0.46,34.0907,-118.32,5,228.0
98.30689,0.0,1,0.32,42,Rnb,0.37,33.4511,-112.079,7,113.0
98.30689,0.512,2,0.38,36,Alternative,0.53,37.7827,-122.41,66,90.0
98.30689,0.408,1,0.3,16,Folk,0.45,32.7194,-117.168,6,61.0
